label,sentence
1,I don't think I would like a novel based movie.. RECOMMEND American History X (1998)
1,sure. RECOMMEND Braveheart (1995)
1,I like dramas of all sorts. RECOMMEND Dead Man Walking (1995)
1,I don't think I would like a horror movie.. RECOMMEND Dear Frankie (2004)
1,I like a good Drama too!. RECOMMEND Memento (2000)
0,I do like matthew Broderick!. RECOMMEND Aliens (1986)
1,I prefer around or before the 200s. RECOMMEND Carolina (2005)
1,It looks like a funny movie!. RECOMMEND Ferris Bueller's Day Off (1986)
1,Its very good movie romantic comedy movie i like always. RECOMMEND Moonstruck (1987)
1,Its very very old movie, i not even listen this movie name, first time, I need to see this movie so i accept it. RECOMMEND Before the Devil Knows You're Dead (2007)
1,ok, let me, i need romantic comedy or fantasy movie !!. RECOMMEND Four Weddings and a Funeral (1994)
1,no. RECOMMEND Sabrina (1954)
1,Its basically a crime movie year of 2007, till i have not seen. RECOMMEND Goodfellas (1990)
1,American films.. RECOMMEND Aliens (1986)
1,Hi! I like "neo" films, whether neo-noir, or neo-western, etc.. RECOMMEND Fargo (1996)
1,Not looking for war drama but specifically war.. RECOMMEND Full Metal Jacket (1987)
0,I enjoy movies that deal with war. I am a war fanatic. I also enjoy some comedy on the side but for the most part I like war films. RECOMMEND Glory (1989)
1,so what movie do you recommend?. RECOMMEND Next Stop Wonderland (1998)
1,okay. RECOMMEND High Art (1998)
1,sounds good. RECOMMEND Elizabeth (1998)
1,cool, I think I would like that. RECOMMEND American Graffiti (1973)
1,I love Blazing Saddles. RECOMMEND Young Frankenstein (1974)
1,I do like Shrek a whole lot!. RECOMMEND Ice Age (2002)
1,I like family friendly comedy adventure movies. RECOMMEND Finding Nemo (2003)
1,80s and 90s. RECOMMEND Braveheart (1995)
1,I don't mind the odd war movie. What do you have?. RECOMMEND Saving Private Ryan (1998)
1,Love Mel Gibson.. RECOMMEND Ferris Bueller's Day Off (1986)
1,I'm being told I wouldn't like that, however my time is running out and I beg to differ.. RECOMMEND Dances with Wolves (1990)
1,i feel nothing for her. do you have anything directed by Stephen Spielberg?. RECOMMEND Awakenings (1990)
1,Hey what's taking you so long?. RECOMMEND Chalet Girl (2011)
1,A comedy from my date range. RECOMMEND Wayne's World (1992)
1,A classic comedy!. RECOMMEND Apocalypse Now (1979)
1,I like the Coen brothers. RECOMMEND Young Frankenstein (1974)
1,From the decade I like and a thriller. RECOMMEND O Brother, Where Art Thou? (2000)
1,No actor in particular, I'm open to anyone. RECOMMEND Raising Arizona (1987)
1,what can you recommend me?. RECOMMEND Blade Runner (1982)
1,not so much. in addition to what I named I also like American Beauty, Fahrenheit 451. RECOMMEND Catch a Fire (2006)
1,because it took forever to get a recommendation. It also conforms to general interest. RECOMMEND Trainspotting (1996)
1,Science fiction is good too. especially if it's a big name one that is cute. RECOMMEND Back to the Future (1985)
1,I really like comedies! They are my favorite. RECOMMEND Forrest Gump (1994)
1,I like cute comedies a lot. The kind that are made for both children and adults - like animation movies!. RECOMMEND Thumbelina (1994)
1,no i hate them. RECOMMEND Harry Potter and the Chamber of Secrets (2002)
1,It looks similar to other things i enjoy. RECOMMEND Braveheart (1995)
1,I prefer something from the 90s. RECOMMEND National Security (2003)
1,I like Spielberg and Ridley Scott!. RECOMMEND Blade Runner (1982)
1,All kinds of movies! I like dramas, sometimes i like romantic comedies and even some crime movies and documentaries. RECOMMEND Fight Club (1999)
0,I'm looking for an edgy kind of movie. Dark humor.. RECOMMEND Up (2009)
1,It's animated. I was looking for real actors.. RECOMMEND Inception (2010)
1,I enjoy comedies, and this is also from the 2000's.. RECOMMEND Waiting for Guffman (1996)
1,It is a good combination of comedy and drama which I enjoy.. RECOMMEND Ghost World (2001)
1,ok. RECOMMEND Punch-Drunk Love (2002)
1,It is a similar mix of drama and comedy. It has the kind of ironic humor that I enjoy.. RECOMMEND Kissing Jessica Stein (2001)
1,It is a comedy from the early 2000's, which I like.. RECOMMEND Wonder Boys (2000)
1,With a bit of comedy.. RECOMMEND Back to the Future Part II (1989)
1,Sounds good.. RECOMMEND Dog Day Afternoon (1975)
1,I like mostly comedies from the 70's to 90's. Stuff like Monty Python.. RECOMMEND Young Frankenstein (1974)
1,I like his dramas and broadway inspired films. RECOMMEND Manhattan (1979)
1,Serious dramas I dont like comedy too much. RECOMMEND Knightriders (1981)
1,I LOVE Woody Allen films. RECOMMEND Interiors (1978)
0,In the past I've liked Being John Malkovich, Groundhog Day, forgetting silver, Bubba Ho-Tepp, Delicatessen these all had been some of my favorites. RECOMMEND Brazil (1985)
1,I like movies from the early 90s to the early 2000's. RECOMMEND High Fidelity (2000)
1,I actually did enjoy the first toy story movie.. RECOMMEND Toy Story 2 (1999)
0,I enjoyed the first toy story movie, and ice age which is very similar so this fit well.. RECOMMEND Finding Nemo (2003)
1,Not really. RECOMMEND Fight Club (1999)
1,Awesome! Action and adventure and pretty sweet too. RECOMMEND Indiana Jones and the Last Crusade (1989)
1,I like Spielberg a lot.. RECOMMEND Stand by Me (1986)
1,I like movies made in the 60s.. RECOMMEND Back to the Future (1985)
1,It does have an 80s feel. RECOMMEND Good Will Hunting (1997)
1,I like movies made and set in the 1980s.. RECOMMEND Groundhog Day (1993)
1,Yes, I enjoy animation sometimes.. RECOMMEND Toy Story (1995)
0,Ok, great!. RECOMMEND Traffic (2000)
1,i like forrest gump i watch that alot with my kids. RECOMMEND Schindler's List (1993)
1,i like comedy movies. RECOMMEND Jab We Met (2007)
0,like i say i watch all kinds of movies but i think the best one i like is forrest gump. RECOMMEND Five Minutes of Heaven (2009)
1,i dont watch to much tv so its hard for me to say. RECOMMEND Die Hard (1988)
1,a war film. RECOMMEND Lost in Translation (2003)
1,i enjoy watching thrillers. RECOMMEND Inglourious Basterds (2009)
0,i am looking for a good film. can you help?. RECOMMEND Donnie Darko (2001)
1,I love Tom Hanks.. RECOMMEND Philadelphia (1993)
1,I enjoy drama thriller.. RECOMMEND Schindler's List (1993)
1,Yes.. RECOMMEND Babe (1995)
1,I like some british drama. RECOMMEND Flashbacks of a Fool (2008)
1,Definitely 90s classic.. RECOMMEND Pleasantville (1998)
1,A fantasy drama seems interesting.. RECOMMEND Clerks (1994)
1,lets have it. RECOMMEND Jurassic Park (1993)
0,Yes I do like some animated movies.. RECOMMEND Shrek (2001)
1,well i do like full metal jacket like i said i did. RECOMMEND Apocalypse Now (1979)
1,scifi, horror, thrillers. RECOMMEND Altered States (1980)
1,Ridley Scott and Stanley Kubrick. RECOMMEND Chinatown (1974)
1,yes. both of them seem fun. I mostly like Pixar so let's go with that one. RECOMMEND Toy Story 2 (1999)
1,michael ontkean, graham chapman, and paul newman. RECOMMEND Hombre (1967)
1,i like blazing saddles. RECOMMEND Animal House (1978)
1,I may try a docudrama if you think it is a good movie.. RECOMMEND Apollo 13 (1995)
1,I think I can try it. RECOMMEND Mars Attacks! (1996)
1,The late 90s to early 2000s were some great years for films.. RECOMMEND Donnie Darko (2001)
1,The latter sounds interesting.. RECOMMEND Reservoir Dogs (1992)
0,That sounds good, too!. RECOMMEND Memento (2000)
1,I love the big names like Spielberg. RECOMMEND Finding Nemo (2003)
1,Great!. RECOMMEND American Pie (1999)
0,Comedy.. RECOMMEND Primeval (2007)
1,I'm interested in war, comedy, drama, thriller, noir movies before the year 2000.. RECOMMEND State of Grace (1990)
1,Comedy, thriller, or drama movies, please.. RECOMMEND Melvin and Howard (1980)
1,Please share it. RECOMMEND Goodfellas (1990)
1,What is it?. RECOMMEND Apocalypse Now (1979)
1,Please share!. RECOMMEND Groundhog Day (1993)
1,Do you have anything more thriller based?. RECOMMEND Die Hard (1988)
0,mystery-thriller with a twist similar to one of my favorites. RECOMMEND Barfi! (2012)
1,We are open but prefer a British films. RECOMMEND Oldboy (2013)
1,Not into america films unless they are thriller or romantic. RECOMMEND Back to the Future (1985)
0,Not fans of Indian movies. RECOMMEND Being John Malkovich (1999)
0,MAtch current criteria of whay I like. RECOMMEND Reservoir Dogs (1992)
1,me too what about an film based on IQ level. RECOMMEND Being John Malkovich (1999)
1,thanks about another film I would lilke would be an supernatural extraterrestrials who are all domain and very good at survival. RECOMMEND War of the Worlds (2005)
1,Yes but give me an Marvel film, if not I will take something simply cause it;s off world. RECOMMEND Donnie Darko (2001)
1,Older one around the 90's are good.. RECOMMEND Full Metal Jacket (1987)
1,I do, but I also like action/superhero films, comedies like Monty Python, and Western comedies.. RECOMMEND Blade Runner (1982)
1,Drama!. RECOMMEND Gattaca (1997)
1,i do. RECOMMEND Raging Bull (1980)
1,I tend to favor war movies from that era. RECOMMEND Heaven Knows, Mr. Allison (1957)
1,I am not a fan of musicals. More action oriented, I do like a comedy now and then too. RECOMMEND Guess Who's Coming to Dinner (1967)
1,Not according to my list :P I like mystery, war, adventure and action.. RECOMMEND Shane (1953)
1,I liked dances with wolves also a western around this time period. RECOMMEND Pretty Woman (1990)
1,I think I would like a julia movie. RECOMMEND Braveheart (1995)
1,I enjoy Kevin Costner, John Madden, Winston Groom.. RECOMMEND Tombstone (1993)
1,Hi there! I'm interested in comedies and satire films from the late 20th century. RECOMMEND Jerry and Tom (1998)
1,I like the genre of film, and the style of the time period.. RECOMMEND Young Frankenstein (1974)
1,perfect, i got my snacks ready. RECOMMEND Saw III (2006)
1,I like Brad Pitt and Kevin Costner.. RECOMMEND Braveheart (1995)
1,That might work.. RECOMMEND American Beauty (1999)
0,Of course. I also like Harrison Ford as a treasure hunter.. RECOMMEND Apollo 13 (1995)
1,Lay it on me.. RECOMMEND Back to the Future (1985)
1,Yes, I like a movie he directed with Harrison Ford as a treasure hunter.. RECOMMEND Saving Private Ryan (1998)
1,Yes!. RECOMMEND Strangers on a Train (1951)
1,I selected this move because it's a thriller which I like, and also because it's an older movie, which I also enjoy.. RECOMMEND North by Northwest (1959)
1,Great~ My favorite director is Spielberg btw.. RECOMMEND Braveheart (1995)
1,Sounds good, what is it?. RECOMMEND Apollo 13 (1995)
1,Hi I would love a movie that centers around drama. I prefer 90s and early 2000s.. RECOMMEND Good Will Hunting (1997)
1,I do like action thrillers a lot!. RECOMMEND Gothika (2003)
0,It is a thriller that is my kind of movie!. RECOMMEND Miami Blues (1990)
0,I love psychological thriller movies!. RECOMMEND Miami Blues (1990)
1,That is not a psychological thriller!. RECOMMEND Mindhunters (2004)
1,It is not a psychological thriller.. RECOMMEND Takers (2010)
1,it looks interesting. RECOMMEND American History X (1998)
1,I like Tom Hanks, Mel Gibson. RECOMMEND In Bruges (2008)
1,It sounds like it's in the same ballpark as others I enjoyed. RECOMMEND Pulp Fiction (1994)
1,It sounds like an epic drama.. RECOMMEND American History X (1998)
1,It's a good drama.. RECOMMEND American Beauty (1999)
1,I like historical dramas.. RECOMMEND Rain Man (1988)
1,Not specially, I'll watch things by Spielberg or Sean Penn.. RECOMMEND Hotel Rwanda (2004)
1,I really like dramas.. RECOMMEND Tears of the Sun (2003)
1,shoot me right away and see if it works for me.. RECOMMEND Close Encounters of the Third Kind (1977)
1,yep. RECOMMEND Predator (1987)
1,yep I would like to try different genre. RECOMMEND Jurassic Park (1993)
1,American epic historical drama film? is preferable. RECOMMEND Schindler's List (1993)
1,yes crime movie is okey. RECOMMEND Natural Born Killers (1994)
1,i prefer comedy-drama movie. RECOMMEND Forrest Gump (1994)
1,ok. RECOMMEND Fight Club (1999)
1,I like off the wall comedy and some drama. RECOMMEND Being John Malkovich (1999)
1,Doubtful. RECOMMEND Some Like It Hot (1959)
1,I don't think that's it. it doesn't seem popular enough.. RECOMMEND Runaway Train (1985)
1,No I mean there is no one connecting thread, other than all the movies I like are well-respected award winning films. RECOMMEND Music From Another Room (1998)
1,OK British it is!. RECOMMEND Four Weddings and a Funeral (1994)
1,Oh sure!. RECOMMEND Oh, God! Book II (1980)
1,That's the one! I like Tom Hanks a lot. RECOMMEND Apollo 13 (1995)
1,I love comedy but also like drama and western and some short films. RECOMMEND Babe (1995)
0,because I like comedy and drama. RECOMMEND Elizabeth (1998)
1,If they have a superhero or if they are computer animated.. RECOMMEND Toy Story 2 (1999)
1,Yes I do. RECOMMEND The Lego Movie (2014)
1,Yes. RECOMMEND Presto (2008)
1,yes i like action movies, like ironman. RECOMMEND Thor (2011)
1,I like superhero movies. RECOMMEND Hulk (2003)
1,yes. RECOMMEND Superman Returns (2006)
1,It's a superhero movie and looks good. RECOMMEND Memento (2000)
1,Okay What are the names of the actors. RECOMMEND Clerks (1994)
1,drum roll please!. RECOMMEND Election (1999)
1,I enjoy movies about people going through rough times.. RECOMMEND Brazil (1985)
1,I enjoy comedies more, though I sometimes enjoy period dramas like Dead Poets Society and Trainspotting.. RECOMMEND Smoking/No Smoking (1993)
1,I like a lot of period pieces, and am interested in French films.. RECOMMEND Schindler's List (1993)
1,He's not among my favorites. I did also enjoy Ridley Scott's Alien, if you have anything along the lines of that.. RECOMMEND Artemisia (1997)
1,If Uma Thurman is involved then thats good. If not, it is time for something completely different.. RECOMMEND Reservoir Dogs (1992)
1,Crime would be a step in the right direction. Comedy and crime.. RECOMMEND Before the Devil Knows You're Dead (2007)
1,The irony of Saturday night fever guy. I like that.. RECOMMEND Slither (2006)
1,older but not ancient. RECOMMEND Young Frankenstein (1974)
1,hello. I need recommendations for a movie I like action movies.. RECOMMEND Chinatown (1974)
1,I'm thinking you should ask more questions but this may be a good one?. RECOMMEND Eternal Sunshine of the Spotless Mind (2004)
1,It seems like a good choice but I'm not totally sure. RECOMMEND Walk the Line (2005)
1,Perfect! I do like male actors too in the lead role if that helps you at all.. RECOMMEND Slumdog Millionaire (2008)
1,i am a pixar fan all the way. RECOMMEND Toy Story 2 (1999)
1,No, not really.. RECOMMEND Pulp Fiction (1994)
1,I will give it a try. RECOMMEND Badlands (1973)
1,Can you please send another recommendation?. RECOMMEND Fight Club (1999)
1,I like superhero movies and Christopher Nolan.. RECOMMEND Sin City (2005)
1,This comic style film is similar to Kick-Ass, which I enjoy.. RECOMMEND Terminator Salvation (2009)
1,Get Smart combines my enjoyment of action films and comedy.. RECOMMEND Star Trek (2009)
1,Not necessarily. I like superhero movies though.. RECOMMEND Batman Begins (2005)
1,Older comedy, something like Monty Python.. RECOMMEND Get Smart (2008)
1,Sure! Go ahead and recommend to me!. RECOMMEND Fight Club (1999)
1,I love those movies a lot. RECOMMEND Indiana Jones and the Temple of Doom (1984)
1,Great!. RECOMMEND Shrek (2001)
1,any war movies?. RECOMMEND Gallipoli (1981)
1,2003. RECOMMEND Ice Age (2002)
1,its a kids movie... if this dont work, try a violent movie. RECOMMEND Gallipoli (1981)
1,its a kids movie. RECOMMEND Thumbelina (1994)
1,great movie. RECOMMEND Forrest Gump (1994)
1,its a war film. RECOMMEND City by the Sea (2002)
1,some older movies from the 90s or 80s. RECOMMEND Ferris Bueller's Day Off (1986)
1,feature. RECOMMEND Interstellar (2014)
0,Please i need another movie,A french movie in the early 90s. RECOMMEND Beautiful People (1999)
1,i dont like it. RECOMMEND Big Night (1996)
1,Because It was nominated for the "Grand Jury Prize" at the Sundance Film Festival and the "Grand Special Prize" at the Deauville Film Festival. RECOMMEND Election (1999)
1,British-American romantic comedy featured in the late 90s.Its romantic ,and won academic movie awards. RECOMMEND L.A. Story (1991)
1,i like big stories and sagas, that don't take themselves too seriously. RECOMMEND Indiana Jones and the Temple of Doom (1984)
1,I don't think I would like it at all. RECOMMEND Fargo (1996)
0,Sure I would be willing to try that. RECOMMEND Cyrano de Bergerac (1950)
1,I like films like this.. RECOMMEND Batman Begins (2005)
1,Yes. I do. RECOMMEND Thor (2011)
1,More mainstream drama and adventure.. RECOMMEND Braveheart (1995)
1,yes that would work. RECOMMEND Blade Runner (1982)
0,I like comedy and action films. Some drama's are ok.. RECOMMEND Goodfellas (1990)
1,im not so into him. RECOMMEND Minority Report (2002)
1,well neo noir is my favorite, but i also like romantic science fiction. RECOMMEND Children of Men (2006)
1,i like neo noir, so lets try it. RECOMMEND No Country for Old Men (2007)
1,dark fantasy is a bit like science fiction, so lets try it. RECOMMEND Donnie Darko (2001)
1,I do like Tom Hanks movies and directed by Steven spielberg. RECOMMEND Apollo 13 (1995)
1,Sure lets see what you got. RECOMMEND Taxi Driver (1976)
1,Sure, I like them. RECOMMEND Apocalypse Now (1979)
1,Sure, lets see. RECOMMEND Chasing Amy (1997)
1,lets try a comedy or animated film. RECOMMEND Blazing Saddles (1974)
0,i do enjoy a good comedy. RECOMMEND Indiana Jones and the Last Crusade (1989)
1,i don't think i am into western or regular action. RECOMMEND Close Encounters of the Third Kind (1977)
0,i enjoy sci fi. RECOMMEND Thirteen (2003)
1,lets try an animated film. RECOMMEND Die Hard (1988)
1,I like a movie by him. RECOMMEND Reservoir Dogs (1992)
1,I really like comdies. Sometimes I'll watch autobiographical and thriller films, too.. RECOMMEND Young Frankenstein (1974)
1,I like them from 89 to 99. RECOMMEND Strictly Ballroom (1992)
1,I love comedy/drama movies.. RECOMMEND Forrest Gump (1994)
0,I like drama movies over comedy shows.. RECOMMEND American History X (1998)
1,No, not at all.. RECOMMEND Smoke Signals (1998)
1,I generally like later nineties movies, but have also watched a few around that time.. RECOMMEND Fight Club (1999)
1,I like older films from the 90s. RECOMMEND Glengarry Glen Ross (1992)
1,I think I would be into it! Can you make a recomedations. RECOMMEND Atlantic City (1980)
1,I love movies my Martin Scorsese. RECOMMEND Raging Bull (1980)
1,Im interested in comedies, sports and war movies. RECOMMEND Schindler's List (1993)
1,It is both drama and comedy. It's also a big name movie!. RECOMMEND Forrest Gump (1994)
1,Hi! I really like dramas. Big name dramas about crime or epic!. RECOMMEND Pulp Fiction (1994)
1,Pick one and I will see if I like. RECOMMEND Charlie and the Chocolate Factory (2005)
1,I also like the potter film. RECOMMEND Harry Potter and the Order of the Phoenix (2007)
1,drama, or any really. RECOMMEND Braveheart (1995)
1,I like aclut classicslike alien or breakfast at tiffanys. RECOMMEND E.T. the Extra-Terrestrial (1982)
1,seems to match. RECOMMEND Aliens (1986)
1,I would like to watch a horror movie. RECOMMEND Aliens (1986)
1,I know, you should recommend it!. RECOMMEND Shrek (2001)
1,90s. RECOMMEND Good Will Hunting (1997)
1,I like the big names like Kevin Spacey and I really enjoy Hillary Swank. RECOMMEND American Beauty (1999)
1,Sure. A comedy or fantasy would fit my liking as well. RECOMMEND Indiana Jones and the Last Crusade (1989)
1,I loved saving private ryan so yes. RECOMMEND Braveheart (1995)
1,i comedies and westerns. RECOMMEND Rain Man (1988)
1,Steven Spielberg was good. RECOMMEND Jurassic Park (1993)
0,Once in a while i'll watch an animation.. RECOMMEND Slumdog Millionaire (2008)
0,Brad Pitt, Daniel Day-Lewis and Michael Fassbender. RECOMMEND City by the Sea (2002)
1,Not enough action for my liking.. RECOMMEND No Country for Old Men (2007)
1,sounds good. RECOMMEND Fight Club (1999)
1,I have both cult and mainstream on my list. I have some crime from the early 90s. I like Martin Scorsese and Ethan Coen. RECOMMEND Pulp Fiction (1994)
1,Shallow grave and Monty Python are both dark comedies with a very particular type of humor.. RECOMMEND Blade Runner (1982)
1,I like dark and romantic comedies, but I am also down for a good horror film once in a while.. RECOMMEND Heathers (1989)
1,It seems like an interesting movie in an era I like. RECOMMEND Doomsday (2008)
1,I like post apocalyptic movies. RECOMMEND Schindler's List (1993)
1,WWII and the 40s-50s in general. RECOMMEND Bang the Drum Slowly (1973)
1,Not really, I find them boring. RECOMMEND Vera Drake (2004)
1,It is a drama and I'm a big fan of dramas. RECOMMEND American History X (1998)
1,Yeah, maybe a thriller or mystery movie?. RECOMMEND In the Bedroom (2001)
1,I could see myself enjoying this movie a lot!. RECOMMEND Million Dollar Baby (2004)
1,I also like romance and history if that widens your choices. RECOMMEND Kinsey (2004)
0,I haven't seen any of their films. I like Robin Williams but I've only seen him in more serious roles. RECOMMEND Forrest Gump (1994)
0,I'm intrigued. Please tell me more. RECOMMEND Amistad (1997)
1,I would probably like something by Billy Bob. He was great in Bad Santa; I'm just definitely NOT in the mood for comedy right now. RECOMMEND Some Folks Call It a Sling Blade (1993)
1,I like adventure films but i think i like more of comedy and drama type films. RECOMMEND Monty Python and the Holy Grail (1975)
0,Its an animated fantasy film. RECOMMEND Charlie and the Chocolate Factory (2005)
1,I like drama, animated, adventure, mystery-thriller, comedy and fantasy films :). RECOMMEND Shrek (2001)
0,i like comedy films. RECOMMEND Fight Club (1999)
1,I have seen lots of war movies! I think those are kinda my thing. RECOMMEND Schindler's List (1993)
1,I like dark, psychologically intense sci fi movies and thrillers. I am a fan of Jake Gyllenhaal.. RECOMMEND Beyond the Black Rainbow (2010)
1,Yes, I do, I loved Gone Girl.. RECOMMEND Take Shelter (2011)
1,yes, I would like to hear about it.. RECOMMEND Her (2013)
1,Not a huge comedy fan.. RECOMMEND United 93 (2006)
1,I enjoy dramatic films of the time period.. RECOMMEND Fight Club (1999)
1,Have anything?. RECOMMEND Shrek 2 (2004)
0,I loved the first!. RECOMMEND Taking Care of Business (1990)
1,I like war and action movies the most.. RECOMMEND Fight Club (1999)
1,I need a recommendation! I really like war movies, and also drama and westerns.. RECOMMEND Braveheart (1995)
1,I really like action and horror films. RECOMMEND Jaws (1975)
1,Yea you can. I like Alien type of movies.. RECOMMEND Blade Runner (1982)
1,okay sounds good. RECOMMEND Memento (2000)
1,Thriller seems like it would fit well with the dark comedy themes a bit.. RECOMMEND Leaving Las Vegas (1995)
1,quirky? Like Woddy Allen and Monty Python. RECOMMEND Rushmore (1998)
0,pretty quirky movie!. RECOMMEND Pulp Fiction (1994)
1,I really like comedy, drama and comedy-drama combined. I also like romance. RECOMMEND Office Space (1999)
1,It seems like a classic comedy I would like.. RECOMMEND Donnie Darko (2001)
0,Brad Pitt, Edward Norton, Kevin Spacey, too many to list. lol. RECOMMEND Moon (2009)
1,I like drama. RECOMMEND Schindler's List (1993)
1,IT is a 90s movie and I like drama. RECOMMEND Reservoir Dogs (1992)
1,I like 90s movies like Taxi Driver and Saving Private Ryan. I also liked Toy Story. Do you know any good movie?. RECOMMEND Big Night (1996)
1,It's like Taxi Driver. RECOMMEND Reservation Road (2007)
1,It's action packed just like I requested. RECOMMEND Apollo 13 (1995)
1,How about anything more action related? I could use something exciting!. RECOMMEND Saving Private Ryan (1998)
1,I don't mind dramas, especially if there's any sort of comedy involved as well.. RECOMMEND Milk Money (1994)
0,Lot of thrillers and westerns, come dramas too.. RECOMMEND Memento (2000)
1,I've liked David Lynch in the past.. RECOMMEND Fargo (1996)
1,It's a comedy with neo-noir elements, both of which i've liked in the past.. RECOMMEND Volver (2006)
1,I've liked dramas in the past. RECOMMEND Brazil (1985)
1,Not really, there's aren't any actors or directors in common between the films that I like. Notably, I've liked David Lynch, Jaco Van Dormael, the Monty Python group, Shanley, and Marco Caro.. RECOMMEND Blue Velvet (1986)
0,My favorite genre is science fiction. RECOMMEND Inception (2010)
1,No. RECOMMEND Fight Club (1999)
1,Okay?. RECOMMEND Memento (2000)
1,Sounds good thank you. RECOMMEND Back to the Future Part II (1989)
1,I probably would, but I dont have any drama in my interest list to be honest. If you have any well known movies I am guessing that will be what fits my interests. Saving private ryan is a war movie, toy story is an animation, and L.A. confidential is a neo noir novel. RECOMMEND Toy Story (1995)
1,Sounds great!. RECOMMEND American History X (1998)
1,80s few 90s. RECOMMEND Jurassic Park (1993)
1,How about something else with guns?. RECOMMEND Bugsy (1991)
1,Close, but try again please. RECOMMEND There Will Be Blood (2007)
1,It's a Scorsese classic, like a film on my list. RECOMMEND Jackie Brown (1997)
1,Sure. Like Scorsese? Sounds good. RECOMMEND Raging Bull (1980)
1,I might not. Do you have another?. RECOMMEND Fight Club (1999)
1,Not really any particular, but I do like big name actors.. RECOMMEND Philadelphia (1993)
1,Then please do recommend.. RECOMMEND Back to the Future (1985)
1,Yeah I like up and mosters inc. RECOMMEND Up (2009)
1,mostly 70s and 90s. RECOMMEND True Lies (1994)
1,90s action comedy seems like it shoudl fit. RECOMMEND Jurassic Park (1993)
1,I like mostly early 2000s, but sometimes a 90s movies too. I like Christopher Nolan as well. RECOMMEND Donnie Darko (2001)
1,I love comedy and dramas. RECOMMEND Election (1999)
1,I think award winning films might be the best...I'm not too worried about how new they are -- the 80s and 90s had a lot of great movies!. RECOMMEND Back to the Future (1985)
0,I would like a movie recommendation.. RECOMMEND Brazil (1985)
0,I'm not interested.. RECOMMEND Chinatown (1974)
0,Please recommend.. RECOMMEND Big Hero 6 (2014)
0,Please recommend another one.. RECOMMEND Zombieland (2009)
1,Okay, could you tell me which one?. RECOMMEND Fight Club (1999)
1,yea i do, always liked his movies. RECOMMEND Back to the Future Part II (1989)
1,thriller and crime. RECOMMEND Fight Club (1999)
1,i actually have never seen any war movies. thrillers, mystery, violence, romance. drama.. RECOMMEND Taxi Driver (1976)
1,I haven't seen this one at all. And it has Liam Neeson in it and sounds very good by the description.. RECOMMEND Dead Poets Society (1989)
1,I like something more modern. Hanks is good. Periods are not that much for me. RECOMMEND Mr. Holland's Opus (1995)
1,I saw it once on TV and remember it was very good. That was a while ago so it would be great to see it again.. RECOMMEND Nell (1994)
1,Robin Williams is great and I miss him. This one is a classic. RECOMMEND Schindler's List (1993)
1,I do like crime thrillers. RECOMMEND Forrest Gump (1994)
1,I don't like horror too much. RECOMMEND Back to the Future (1985)
1,I want popular movies mostly, epic drama, superheroes or adventure.. RECOMMEND Batman Begins (2005)
1,I love a good adventure movie. RECOMMEND Minority Report (2002)
1,They are all over the place but some movies I like are = Dave, Speed, Toy Story, Forrest Gump, Babe. RECOMMEND Apollo 13 (1995)
0,man, is it a 90's crime thriller with dinosaurs? action? I think I'd like those sorts of dinosaurs. RECOMMEND Jurassic Park (1993)
1,it has action in it and fits my bill. RECOMMEND Batman Begins (2005)
1,I love bruce willis. RECOMMEND Blind Horizon (2003)
1,What do you have for action. RECOMMEND Die Hard (1988)
1,I accepted this movie because it's a comedy film from the 90s. RECOMMEND Braveheart (1995)
1,I haven't seen much of him. RECOMMEND Liar Liar (1997)
1,Yeah I like action thriller such as Face/Off.. RECOMMEND Air Force One (1997)
1,Hi, can you help me find a good action movie? I also like crime and comedy-drama.. RECOMMEND Under Siege (1992)
1,It's action thriller.. RECOMMEND Blue Velvet (1986)
1,kevin spacey, julia roberts, marylyn monroe. RECOMMEND There's Something About Mary (1998)
1,ok, i love animated movies the most if you can recommend any. RECOMMEND Finding Nemo (2003)
1,Sure.. RECOMMEND Die Hard (1988)
1,I also love forrest gump, tom hanks is great in that. RECOMMEND Fight Club (1999)
1,Please tell me. RECOMMEND Shutter Island (2010)
1,Yeah, I think I'd like to start hearing some movies. I think you know enough about my tastes by now to get me a good one.. RECOMMEND Alien (1979)
1,got any 1970's or 1980's movies I seem to enjoy those. RECOMMEND Apocalypse Now (1979)
1,what movies is it?. RECOMMEND Five Easy Pieces (1970)
1,I like a lot of movies from the 70s. Nothing past 1990 though. I even like a movie from the 50s.. RECOMMEND Vertigo (1958)
1,Fits my liked genre very well.. RECOMMEND Apocalypse Now (1979)
1,I don't really like any independent or foreign films.. RECOMMEND There Will Be Blood (2007)
1,I like one epic film, I like westerns, which I think this is even though the description doesn't say so. It also seems to have cynical noir themes, and I like noirs.. RECOMMEND Fight Club (1999)
0,I like neo-noirs, and dark films, and comedy, and this is all of those.. RECOMMEND Clerks (1994)
1,Cool. I also like Spielberg, and Mel Brooks, when I'm not watching neo-noir thrillers.. RECOMMEND Fargo (1996)
0,I don't really like comedies other than one sci fi parody.. RECOMMEND Look Both Ways (2005)
1,I love kids movies and some gritty action movies can you help me find something to see?. RECOMMEND Toy Story 2 (1999)
1,Yeah, I also like Quentin Tarantino, Ethan Coen and Paul Thomas Anderson.. RECOMMEND Reservoir Dogs (1992)
1,Exactly, the protagonist was dealt a rough hand in life and is given new direction, allowing themselves to grow and become successful.. RECOMMEND American History X (1998)
1,I think I might like that!. RECOMMEND Full Metal Jacket (1987)
